 On 2022/6/20 ,,,,,,,,,,,,
-,h,m,s,ms,x,y,z,Lat,Lon,Speed,Angle,Altitude
data,13,38,11,56655,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,56703,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,56756,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,56806,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,56895,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,56966,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57015,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57065,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57113,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57162,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57210,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57268,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57317,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57365,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57414,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57462,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57511,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57559,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57618,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57666,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57715,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57767,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57816,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57865,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57914,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,57972,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58020,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58068,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58117,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58165,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58215,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58263,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58321,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58369,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58418,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58467,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58515,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58564,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58612,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58670,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58719,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58772,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58821,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58869,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58918,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,58966,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59025,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59073,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59122,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59170,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59219,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59267,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59315,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59379,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59428,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59476,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59525,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59573,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59623,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59671,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59760,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59813,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59862,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59910,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,59959,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60008,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60057,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60114,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60163,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60211,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60261,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60309,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60358,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60406,-0.3,1.51,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60464,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60512,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60562,-0.29,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60610,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60658,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60707,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60756,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60815,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60867,-0.3,1.49,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60916,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,60964,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61012,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61061,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61109,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61168,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61216,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61265,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61313,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61362,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61411,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61460,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61517,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61566,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61614,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61663,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61712,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61761,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61809,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61867,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61919,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,61969,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62017,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62066,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62114,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62163,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62220,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62270,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62318,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62366,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62415,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62463,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62512,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62600,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62650,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62707,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62770,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62819,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62867,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62916,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,62977,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63026,-0.29,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63075,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63124,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63172,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63220,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63269,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63326,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63375,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63424,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63472,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63521,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63569,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63617,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63676,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63725,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63773,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63822,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63870,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63918,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,63972,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64029,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64078,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64126,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64174,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64223,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64272,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64320,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64369,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64407,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64455,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64503,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64551,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64599,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64648,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64697,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64755,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64804,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64852,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64900,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,64949,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65002,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65050,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65113,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65162,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65211,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65260,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65308,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65356,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65405,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65493,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65542,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65590,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65640,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65689,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65737,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65786,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65843,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65893,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65941,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,65989,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66042,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66090,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66139,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66197,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66245,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66294,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66342,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66390,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66439,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66487,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66546,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66594,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66643,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66691,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66740,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66789,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66838,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66895,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66944,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,66992,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67045,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67094,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67142,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67190,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67248,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67296,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67346,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67394,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67442,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67491,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67539,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67598,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67646,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67695,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67743,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67792,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67840,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67889,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67947,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,67995,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68048,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68096,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68144,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68193,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68242,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68331,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68379,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68428,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68476,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68533,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68594,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68643,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68701,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68751,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68800,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68848,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68897,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68946,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,68994,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69057,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69106,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69154,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69203,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69252,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69300,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69350,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69408,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69456,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69505,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69554,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69603,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69652,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69701,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69759,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69808,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69856,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69906,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,69955,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70003,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70052,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70115,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70164,-0.29,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70212,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70261,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70309,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70358,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70407,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70466,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70514,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70563,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70612,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70661,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70709,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70759,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70822,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70871,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70920,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,70970,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,71018,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,71067,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,71119,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,71208,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,71257,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,71306,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,71356,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,71404,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,71453,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,71502,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,71560,-0.3,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,71609,-0.29,1.5,1.2,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,71658,-0.3,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
data,13,38,11,71707,-0.29,1.5,1.21,5126.6259,526.6387,9.06,142.06,15.5
