 On 2022/6/20 
-,h,m,s,ms,x,y,z,Lat,Lon,Speed,Angle,Altitude
data,13,55,38,208930,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,208988,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209037,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209085,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209134,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209184,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209232,-0.04,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209281,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209339,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209387,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209436,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209486,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209534,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209583,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209632,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209690,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209739,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209788,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209837,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209885,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209938,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,209987,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210045,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210094,-0.04,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210162,-0.05,1.49,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210213,-0.04,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210262,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210311,-0.04,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210361,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210451,-0.04,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210500,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210550,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210600,-0.04,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210649,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210698,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210748,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210808,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210857,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210906,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,210959,-0.04,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211008,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211058,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211108,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211166,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211215,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211265,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211314,-0.04,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211364,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211413,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211462,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211521,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211570,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211620,-0.04,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211670,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211719,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211768,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211817,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211877,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211926,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,211979,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212029,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212078,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212128,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212177,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212236,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212285,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212334,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212384,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212433,-0.05,1.50,1.04,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212482,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212541,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212590,-0.04,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212641,-0.05,1.49,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212690,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212740,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212789,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212838,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212898,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,212947,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213000,-0.05,1.49,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213049,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213098,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213148,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213198,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213288,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213337,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213387,-0.05,1.49,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213436,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213485,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213536,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213585,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213644,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213693,-0.04,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213743,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213793,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213842,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213891,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213940,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,213999,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214053,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214103,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214152,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214201,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214250,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214299,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214359,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214408,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214457,-0.05,1.50,1.04,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214507,-0.02,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214556,-0.04,1.49,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214606,-0.05,1.50,1.03,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214655,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214714,-0.01,1.50,1.00,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214764,-0.02,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214813,-0.02,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214863,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214912,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,214962,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215011,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215077,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215126,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215175,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215224,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215273,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215322,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215372,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215430,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215479,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215528,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215577,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215627,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215676,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215725,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215806,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,215921,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216037,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216158,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216275,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216339,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216399,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216488,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216536,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216585,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216634,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216683,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216731,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216781,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216839,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216888,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216936,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,216985,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217034,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217083,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217145,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217193,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217242,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217291,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217340,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217388,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217437,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217495,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217543,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217593,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217641,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217690,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217739,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217788,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217847,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217895,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217944,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,217992,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218041,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218089,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218143,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218201,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218249,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218298,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218346,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218395,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218445,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218493,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218551,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218599,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218648,-0.03,1.49,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218698,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218747,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218795,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218844,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218902,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,218950,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219000,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219049,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219097,-0.03,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219150,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219198,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219287,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219337,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219386,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219434,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219483,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219532,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219580,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219639,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219688,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219737,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219785,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219834,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219883,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219931,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,219990,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220039,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220087,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220136,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220188,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220238,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220286,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220344,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220393,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220441,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220491,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220540,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220588,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220637,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220695,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220745,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220793,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220842,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220891,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220939,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,220988,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221047,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221095,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221144,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221196,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221245,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221293,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221343,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221401,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221449,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221498,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221547,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221595,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221645,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221703,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221752,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221801,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221849,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221899,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221947,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,221996,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222085,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222134,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222201,-0.04,1.50,1.01,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222254,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222303,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222351,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222400,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222459,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222507,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222556,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222604,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222653,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222702,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222752,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222810,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222858,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222907,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,222955,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223004,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223054,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223102,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223160,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223209,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223261,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223311,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223359,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223408,-0.04,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223456,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223514,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223564,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223613,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223661,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223710,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223759,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223808,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223866,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223915,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,223963,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,224012,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,224061,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,224109,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,224159,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,224217,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,224269,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,224318,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
data,13,55,38,224366,-0.03,1.50,1.02,5126.9057,529.2526,12.84,91.49,22.00
